Animal_ID,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Somatic_Cell_Count_Actual,Somatic_Cell_Score,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Udder_Thermal_Asymmetry_C,Milk_Yield_Liters,Fat_Pct,Protein_Pct,Lactose_Pct,Rumination_Minutes,Lying_Hours,Activity_Index,Bedding_Hygiene_Score,Teat_Dipping_Practiced,THI_Index,Yield_Drop_Pct,Early_Warning_Lead_Days,Risk_Tier_Label,Risk_Tier_Code,Mastitis_Target
Moo-18901,3.0,5,311,0,150000,3.69,4.99,1.26,6.77,38.7,0.47,381.0,3.19,2.98,4.76,407,10.9,117.2,2,1,71.6,0.0,13.0,Low Risk,1,0
Moo-18902,3.0,2,237,0,63471,2.33,4.9,1.09,6.49,38.31,0.05,459.0,4.47,3.4,4.65,478,12.3,96.0,4,1,74.2,0.0,-1.0,No Risk,0,0
Moo-18903,4.0,1,292,0,42781,2.01,4.74,1.07,6.66,38.62,0.18,294.0,3.52,3.69,4.6,504,11.2,94.4,4,1,75.7,3.0,-1.0,No Risk,0,0
Moo-18904,4.0,3,280,0,164359,3.64,5.01,1.22,6.64,38.98,0.33,149.0,3.74,4.52,4.8,419,10.8,108.3,3,1,73.9,10.2,13.9,Low Risk,1,0
Moo-18905,4.0,3,275,0,150000,3.22,5.05,1.27,6.71,38.98,0.53,300.0,4.18,3.9,4.69,451,10.3,117.3,3,1,74.3,0.0,11.8,Low Risk,1,0
Moo-18906,4.0,3,154,0,1066967,6.49,5.71,2.09,7.31,39.94,2.31,401.0,3.7,3.09,4.78,340,8.5,145.1,2,0,81.2,5.9,1.3,High Risk,3,1
Moo-18907,3.0,5,107,0,150000,3.01,5.25,1.23,6.64,38.92,0.43,172.0,6.08,4.23,4.85,460,10.1,90.3,3,1,68.6,6.0,13.6,Low Risk,1,0
Moo-18908,3.0,1,253,4,1949585,7.37,6.27,2.3,7.43,40.32,2.32,390.0,3.74,3.37,4.82,340,8.5,135.0,1,0,76.1,5.8,3.2,High Risk,3,1
Moo-18909,5.0,1,225,1,471291,5.4,5.21,1.43,7.03,39.1,0.72,246.0,2.12,3.26,4.71,362,8.2,116.0,2,1,73.1,7.9,6.4,Moderate Risk,2,1
Moo-18910,2.5,1,310,1,300000,4.71,5.55,1.5,6.99,39.59,0.94,341.5,3.67,3.31,4.86,438,8.8,99.7,2,0,77.8,5.4,6.3,Moderate Risk,2,1
Moo-18911,2.5,4,31,0,750722,5.82,5.77,2.07,7.08,40.89,2.28,318.0,3.6,3.56,4.9,263,8.0,133.7,2,0,76.3,7.0,1.1,High Risk,3,1
Moo-18912,2.5,4,155,0,150000,3.54,5.13,1.18,6.59,38.54,0.34,264.0,4.37,4.0,4.93,441,10.7,116.2,4,0,68.4,0.0,13.4,Low Risk,1,0
Moo-18913,3.0,5,305,0,48451,2.2,4.96,1.04,6.66,38.5,0.14,335.0,5.13,3.88,4.91,437,11.3,99.1,5,1,71.6,21.0,-1.0,No Risk,0,0
Moo-18914,3.0,3,130,0,150000,2.7,5.07,1.18,6.66,38.88,0.35,373.0,3.09,3.11,4.63,484,10.2,101.6,2,1,69.4,0.8,11.0,Low Risk,1,0
Moo-18915,3.0,2,249,1,36930,1.61,4.63,1.06,6.6,38.27,0.07,331.0,4.46,4.35,5.07,478,12.0,103.0,4,1,68.0,0.0,-1.0,No Risk,0,0
Moo-18916,4.0,5,109,2,2542416,7.73,6.06,1.7,7.17,40.4,1.35,516.0,3.11,2.77,4.85,361,7.0,139.1,1,0,79.9,0.0,3.0,High Risk,3,1
Moo-18917,4.0,5,37,0,46604,1.53,4.93,1.1,6.54,38.4,0.13,172.0,4.19,4.09,4.8,512,11.4,103.2,5,1,75.2,20.4,-1.0,No Risk,0,0
Moo-18918,3.0,5,169,1,47064,1.86,4.84,1.01,6.56,38.49,0.18,357.0,3.26,3.19,4.59,482,12.7,94.7,3,1,68.9,1.4,-1.0,No Risk,0,0
Moo-18919,3.0,3,277,1,411917,4.9,5.49,1.34,6.95,39.13,0.83,240.0,4.3,4.09,4.79,419,7.9,93.4,1,0,74.3,12.1,9.0,Moderate Risk,2,1
Moo-18920,4.0,3,248,1,2861461,7.82,6.26,1.97,7.15,40.39,1.28,358.0,3.66,3.76,4.66,285,7.3,144.8,2,0,81.8,0.0,2.0,High Risk,3,1
Moo-18921,2.5,1,81,3,2237836,7.55,6.35,2.34,7.12,39.86,2.38,307.0,3.92,3.52,4.88,333,8.2,136.2,2,0,84.4,0.0,3.1,High Risk,3,1
Moo-18922,5.0,4,226,0,806484,5.92,5.9,1.82,7.29,40.0,1.95,349.0,4.75,4.01,4.55,272,7.7,149.4,1,0,80.5,5.7,3.4,High Risk,3,1
Moo-18923,5.0,2,92,0,822416,6.07,6.22,1.81,7.27,40.05,1.58,381.0,3.83,3.35,4.75,334,7.2,154.1,2,0,79.1,0.0,2.5,High Risk,3,1
Moo-18924,5.0,5,31,1,150000,3.17,5.12,1.15,6.72,38.64,0.41,405.0,3.81,3.26,5.11,448,10.4,108.5,2,1,72.2,0.0,12.5,Low Risk,1,0
Moo-18925,2.5,5,72,2,302299,4.6,5.2,1.47,6.75,39.63,0.79,349.0,3.68,3.21,4.93,380,9.6,120.2,4,1,75.4,12.8,6.6,Moderate Risk,2,1
Moo-18926,3.0,4,150,1,75362,2.66,4.93,1.06,6.65,38.41,0.08,279.0,4.47,2.84,4.87,497,12.3,99.6,4,0,79.6,0.0,-1.0,No Risk,0,0
Moo-18927,3.0,4,169,1,37467,1.25,4.74,1.12,6.56,38.66,0.11,294.0,4.73,3.6,4.98,465,11.6,96.7,4,1,70.6,10.1,-1.0,No Risk,0,0
Moo-18928,4.0,2,300,1,150000,3.27,4.99,1.21,6.75,38.69,0.33,429.0,3.09,3.09,4.54,377,10.6,117.1,2,0,76.8,0.0,12.9,Low Risk,1,0
Moo-18929,3.0,2,177,2,46525,2.11,4.67,1.11,6.54,38.45,0.19,147.0,5.1,3.88,4.6,469,11.5,101.6,4,1,74.0,25.4,-1.0,No Risk,0,0
Moo-18930,5.0,5,244,0,150000,3.33,4.92,1.27,6.58,39.04,0.44,266.0,2.88,2.54,4.44,421,9.1,127.5,2,0,77.9,24.6,13.6,Low Risk,1,0
Moo-18931,6.0,1,178,0,362588,4.94,5.67,1.48,6.79,39.44,0.83,265.0,3.9,3.68,4.7,329,8.6,127.5,1,1,70.3,22.3,6.1,Moderate Risk,2,1
Moo-18932,3.0,5,81,0,300000,4.27,5.39,1.49,6.83,39.3,0.93,456.0,4.67,2.8,4.83,364,10.2,146.7,1,0,77.1,0.0,8.3,Moderate Risk,2,1
Moo-18933,5.0,3,194,0,819413,6.28,6.34,1.78,7.17,39.77,1.95,184.0,4.2,3.48,4.68,315,6.9,153.7,1,0,78.8,22.7,3.3,High Risk,3,1
Moo-18934,4.0,5,181,0,78972,2.5,5.07,1.08,6.58,38.98,0.16,197.0,3.82,2.73,4.79,476,10.6,91.2,4,0,68.8,0.0,-1.0,No Risk,0,0
Moo-18935,2.5,1,152,0,773225,5.98,5.48,2.12,7.25,40.53,1.98,341.5,3.67,3.31,4.86,300,6.9,136.1,3,0,81.7,8.7,3.0,High Risk,3,1
Moo-18936,5.0,2,114,0,1338780,6.62,5.92,2.15,7.18,40.56,1.48,245.0,4.05,3.79,4.79,270,6.6,132.5,3,0,77.8,2.8,1.6,High Risk,3,1
Moo-18937,5.0,2,278,2,150000,3.27,5.31,1.16,6.74,38.96,0.33,164.0,5.08,3.83,4.69,483,11.2,106.8,2,1,75.9,36.7,12.3,Low Risk,1,0
Moo-18938,4.0,4,226,0,368345,5.08,5.38,1.43,7.01,39.01,1.15,416.0,3.79,3.17,4.75,399,8.6,121.0,2,0,74.7,0.0,6.1,Moderate Risk,2,1
Moo-18939,3.0,5,33,0,35337,1.62,4.91,1.14,6.54,38.25,0.2,409.0,4.15,3.34,4.76,449,12.5,98.6,5,1,65.2,0.0,-1.0,No Risk,0,0
Moo-18940,3.0,3,62,1,1472148,6.85,5.97,1.9,7.38,40.16,2.31,271.0,4.26,3.85,4.76,279,6.5,169.1,1,0,81.5,7.5,1.2,High Risk,3,1
Moo-18941,4.0,3,40,0,150000,3.18,4.95,1.18,6.84,38.85,0.39,362.0,4.28,3.33,4.93,488,10.7,110.2,3,1,69.5,0.0,13.9,Low Risk,1,0
Moo-18942,4.0,3,74,0,300000,4.61,5.36,1.4,6.94,39.63,0.85,322.0,4.2,3.74,4.76,338,8.6,144.8,3,1,76.1,0.0,6.6,Moderate Risk,2,1
Moo-18943,3.0,4,284,0,39388,1.53,4.94,1.09,6.5,38.67,0.15,422.0,3.55,2.73,4.81,498,11.2,100.0,3,1,72.6,0.0,-1.0,No Risk,0,0
Moo-18944,5.0,1,232,0,150000,3.31,5.06,1.2,6.64,39.04,0.32,296.0,3.45,3.33,4.81,417,8.9,111.5,2,1,71.0,0.0,11.1,Low Risk,1,0
Moo-18945,3.0,2,151,0,170000,3.71,5.32,1.19,6.75,38.95,0.3,321.0,4.13,3.5,4.8,469,10.4,113.3,4,0,66.6,25.0,13.0,Low Risk,1,0
Moo-18946,4.0,2,44,0,26678,1.23,4.69,1.05,6.54,38.58,0.19,355.0,3.89,3.84,4.8,525,11.1,101.4,5,1,71.9,0.0,-1.0,No Risk,0,0
Moo-18947,4.0,3,163,0,150000,3.1,5.2,1.24,6.68,38.75,0.41,221.0,4.48,3.81,4.41,399,10.6,111.7,2,0,73.1,3.9,13.2,Low Risk,1,0
Moo-18948,4.0,4,263,2,335923,4.74,5.35,1.51,7.0,39.49,0.91,264.5,4.52,3.99,4.74,348,8.8,123.5,2,0,77.1,0.0,7.9,Moderate Risk,2,1
Moo-18949,2.5,3,221,0,58001,2.1,4.97,1.04,6.62,38.5,0.09,359.0,3.97,3.75,4.92,499,10.9,101.6,4,1,73.8,0.0,-1.0,No Risk,0,0
Moo-18950,3.0,1,250,2,301766,4.45,5.57,1.53,6.94,39.45,1.03,432.0,3.71,3.14,4.83,345,8.9,129.5,2,0,82.1,0.0,8.0,Moderate Risk,2,1
Moo-18951,4.0,5,252,1,317947,4.78,5.64,1.46,6.96,39.69,0.78,343.0,4.36,3.73,4.71,451,8.8,118.0,2,1,78.5,0.0,6.9,Moderate Risk,2,1
Moo-18952,5.0,4,197,2,750000,5.79,6.0,2.11,7.27,40.28,2.22,329.0,4.22,3.59,4.67,217,6.4,181.0,3,0,74.1,14.7,1.2,High Risk,3,1
Moo-18953,4.0,1,316,0,936079,6.07,5.95,2.13,7.13,40.15,2.05,285.5,4.12,3.62,4.73,324,7.6,139.6,1,0,80.5,13.0,1.1,High Risk,3,1
Moo-18954,4.0,5,301,1,1820697,7.14,5.98,1.98,7.41,39.91,1.26,274.0,3.45,3.32,4.62,283,7.4,150.0,1,0,76.9,22.4,2.7,High Risk,3,1
Moo-18955,3.0,1,205,0,60633,1.96,4.9,1.14,6.65,38.42,0.08,504.0,2.46,3.04,4.57,432,12.7,100.6,4,1,70.9,0.0,-1.0,No Risk,0,0
Moo-18956,3.0,3,250,1,763682,6.11,6.29,2.27,7.46,40.79,2.0,284.0,4.13,3.75,4.74,275,7.4,137.8,2,0,73.7,0.0,2.6,High Risk,3,1
Moo-18957,3.0,3,125,1,67318,1.96,4.78,1.04,6.61,38.21,0.21,290.0,4.58,3.65,4.75,461,12.5,99.2,4,1,65.8,12.1,-1.0,No Risk,0,0
Moo-18958,5.0,3,194,1,300000,4.05,5.53,1.4,6.92,39.55,1.03,479.0,4.14,3.19,4.9,337,9.6,117.0,2,0,79.2,0.0,9.1,Moderate Risk,2,1
Moo-18959,2.5,2,141,2,300000,4.24,5.74,1.48,7.06,39.3,0.76,304.0,4.15,3.19,5.0,375,8.9,123.0,2,1,72.7,0.0,9.9,Moderate Risk,2,1
Moo-18960,3.0,5,85,0,150000,3.58,5.15,1.25,6.65,38.83,0.36,100.0,3.45,3.5,4.81,465,10.4,117.8,3,1,70.8,0.0,11.6,Low Risk,1,0
Moo-18961,4.0,4,160,4,1193900,6.7,5.84,1.71,7.39,40.57,1.99,418.0,3.57,3.16,4.76,298,8.5,147.0,3,0,78.7,16.1,1.6,High Risk,3,1
Moo-18962,3.0,2,220,0,25000,1.36,4.68,1.06,6.58,38.75,0.12,308.0,4.04,3.67,4.82,461,12.0,99.3,4,1,71.2,0.0,-1.0,No Risk,0,0
Moo-18963,4.0,2,210,1,300000,4.19,5.42,1.46,7.09,39.39,0.68,381.0,3.43,3.13,4.72,377,9.7,123.1,2,1,78.6,25.0,7.9,Moderate Risk,2,1
Moo-18964,5.0,3,65,1,1695257,7.18,5.94,1.82,7.28,40.28,2.27,342.0,3.17,3.33,4.52,279,7.6,151.1,1,0,83.8,0.0,2.2,High Risk,3,1
Moo-18965,4.0,1,121,0,53934,2.47,4.88,1.11,6.56,38.56,0.08,212.0,5.25,4.07,4.92,494,12.3,114.9,3,1,73.2,34.2,-1.0,No Risk,0,0
Moo-18966,2.5,3,151,1,28414,1.03,5.04,1.09,6.62,38.3,0.11,380.0,3.34,3.06,4.96,479,11.1,114.8,4,1,76.2,6.6,-1.0,No Risk,0,0
Moo-18967,2.5,3,164,0,40641,1.82,4.73,1.14,6.53,38.65,0.19,363.0,3.67,3.45,4.86,513,11.3,112.9,5,1,77.3,15.4,-1.0,No Risk,0,0
Moo-18968,4.0,5,72,0,61990,2.02,4.97,1.01,6.66,38.18,0.05,432.0,5.72,3.59,4.5,488,11.6,104.9,4,1,77.1,7.7,-1.0,No Risk,0,0
Moo-18969,3.0,4,120,0,26631,1.35,4.46,1.04,6.55,38.74,0.17,497.0,2.4,3.19,4.84,461,12.2,88.4,5,1,75.9,0.0,-1.0,No Risk,0,0
Moo-18970,4.0,5,54,0,70662,2.49,4.83,1.07,6.58,38.54,0.12,388.0,3.26,3.36,4.85,495,11.7,89.1,4,1,72.1,0.0,-1.0,No Risk,0,0
Moo-18971,4.0,4,174,0,27898,0.65,4.73,1.05,6.52,38.66,0.15,428.0,4.26,4.03,4.75,482,11.8,109.8,5,1,76.0,4.5,-1.0,No Risk,0,0
Moo-18972,3.0,1,46,1,340540,4.83,5.42,1.31,6.93,39.2,1.02,256.0,4.06,3.55,4.8,354,7.4,131.4,1,0,75.3,0.0,6.3,Moderate Risk,2,1
Moo-18973,5.0,4,52,0,58470,2.55,4.97,1.05,6.53,38.53,0.17,278.0,4.46,3.72,5.14,467,11.1,107.0,4,1,75.5,31.5,-1.0,No Risk,0,0
Moo-18974,4.0,5,302,0,67682,2.37,4.79,1.02,6.62,38.55,0.14,470.0,3.31,3.16,4.94,444,11.9,93.6,4,1,68.8,11.3,-1.0,No Risk,0,0
Moo-18975,3.0,2,237,1,2097224,7.37,6.1,2.25,7.31,39.76,2.19,235.0,4.93,3.62,4.91,380,7.0,155.5,2,1,74.7,20.3,2.4,High Risk,3,1
Moo-18976,2.5,2,254,0,89961,2.8,4.75,1.01,6.46,38.68,0.17,256.0,4.23,3.28,4.88,485,11.2,97.1,5,1,72.8,14.7,-1.0,No Risk,0,0
Moo-18977,4.0,1,237,1,332920,4.87,5.27,1.47,6.98,39.57,0.95,377.5,4.27,3.59,4.67,367,9.1,117.8,4,0,74.3,0.0,7.5,Moderate Risk,2,1
Moo-18978,4.0,3,30,0,55148,2.21,4.84,1.1,6.48,38.46,0.12,342.0,3.33,3.51,4.81,479,10.9,106.6,3,1,75.6,0.0,-1.0,No Risk,0,0
Moo-18979,4.0,1,254,3,750000,5.5,6.08,2.08,7.39,40.34,1.72,276.5,4.27,3.83,4.69,336,7.0,153.2,1,0,73.6,18.0,2.0,High Risk,3,1
Moo-18980,3.0,2,290,0,332572,4.46,5.38,1.51,6.92,39.23,0.91,284.0,4.13,3.75,4.74,385,8.8,132.6,2,0,71.9,4.4,6.1,Moderate Risk,2,1
Moo-18981,3.0,5,291,0,166017,3.8,5.21,1.27,6.72,38.49,0.3,112.0,4.1,3.51,4.82,416,10.5,108.9,3,1,73.3,24.3,13.1,Low Risk,1,0
Moo-18982,2.5,1,122,0,150000,2.7,4.9,1.23,6.78,38.8,0.44,366.0,4.72,3.28,4.66,408,10.4,96.7,3,1,72.1,0.0,11.8,Low Risk,1,0
Moo-18983,4.0,3,55,0,375521,4.93,5.42,1.33,7.05,39.32,0.68,285.5,4.12,3.62,4.73,381,9.3,130.7,3,1,83.3,0.0,9.3,Moderate Risk,2,1
Moo-18984,3.0,3,164,0,524234,5.38,5.58,1.39,6.9,39.38,1.11,284.0,4.13,3.75,4.74,360,8.9,118.5,4,0,81.5,22.4,8.3,Moderate Risk,2,1
Moo-18985,4.0,1,300,0,34255,2.02,4.65,1.12,6.63,38.52,0.06,172.0,5.55,4.57,4.84,469,11.5,107.0,5,0,72.7,25.9,-1.0,No Risk,0,0
Moo-18986,2.5,1,119,2,341012,4.76,5.07,1.55,7.08,38.9,0.88,345.0,2.72,3.17,4.95,407,9.6,124.6,2,0,80.7,0.0,7.0,Moderate Risk,2,1
Moo-18987,4.0,4,64,2,1531806,6.9,6.16,1.97,7.5,40.16,2.02,285.5,4.12,3.62,4.73,258,6.6,135.6,2,0,82.9,0.0,2.5,High Risk,3,1
Moo-18988,3.0,2,162,2,366368,4.83,5.61,1.33,6.97,39.57,0.74,381.0,3.55,3.26,4.79,325,8.4,117.7,3,0,78.9,12.6,6.4,Moderate Risk,2,1
Moo-18989,3.0,1,227,0,150000,3.43,5.14,1.25,6.63,38.81,0.43,300.0,3.78,3.44,4.72,450,10.8,106.3,3,1,74.9,13.8,13.6,Low Risk,1,0
Moo-18990,2.5,2,121,0,1781170,7.11,6.45,2.3,7.24,39.92,2.28,349.0,3.68,3.21,4.93,288,6.8,150.8,1,1,77.5,30.1,1.3,High Risk,3,1
Moo-18991,3.0,1,105,1,300000,4.52,5.37,1.46,7.0,39.6,1.1,368.0,3.78,3.43,4.77,414,9.1,142.6,2,0,73.7,0.0,7.7,Moderate Risk,2,1
Moo-18992,3.0,5,229,0,300000,4.2,5.64,1.39,7.05,39.12,1.08,368.0,3.78,3.43,4.77,370,8.0,139.9,1,1,79.0,0.0,6.4,Moderate Risk,2,1
Moo-18993,3.0,3,102,1,300000,4.06,5.01,1.49,6.9,39.73,0.81,378.0,3.97,3.42,4.79,322,8.1,121.2,2,0,86.3,12.5,7.0,Moderate Risk,2,1
Moo-18994,4.0,2,254,1,1695249,7.05,5.54,1.99,7.31,40.52,1.78,284.5,4.17,3.81,4.69,279,6.8,135.2,1,0,77.6,0.0,1.8,High Risk,3,1
Moo-18995,4.0,1,50,4,347200,4.95,5.49,1.43,6.84,39.29,0.79,315.5,4.29,3.61,4.71,400,8.7,141.0,4,0,77.1,23.4,9.9,Moderate Risk,2,1
Moo-18996,5.0,1,233,0,25352,1.19,4.86,1.07,6.57,38.6,0.21,422.0,2.94,3.26,4.93,551,11.5,95.4,4,1,81.8,17.7,-1.0,No Risk,0,0
Moo-18997,4.0,4,53,0,32238,1.16,4.8,1.13,6.62,38.46,0.14,502.0,3.83,3.24,4.69,485,12.0,98.8,4,1,75.2,9.2,-1.0,No Risk,0,0
Moo-18998,4.0,2,179,2,402805,5.07,5.62,1.45,6.87,39.19,0.69,243.0,3.62,2.94,4.48,421,9.3,115.6,2,0,83.3,45.4,7.0,Moderate Risk,2,1
Moo-18999,3.0,2,117,0,67423,2.37,5.05,1.08,6.53,38.41,0.15,228.0,4.29,4.04,4.71,487,12.7,94.7,5,1,78.5,0.0,-1.0,No Risk,0,0
Moo-19000,4.0,1,156,0,2258219,7.43,5.74,2.32,7.4,39.74,1.62,285.5,4.12,3.62,4.73,274,7.9,151.7,1,0,78.2,0.0,1.1,High Risk,3,1
Moo-19001,3.0,1,65,0,300000,4.07,4.99,1.41,6.97,39.19,0.84,426.5,3.51,3.06,4.83,368,9.1,123.3,1,0,87.9,0.0,6.2,Moderate Risk,2,1
Moo-19002,3.0,2,234,2,1790112,7.13,6.09,1.92,7.29,40.69,1.98,380.0,4.52,3.77,4.68,302,8.2,157.8,2,1,84.9,0.0,2.0,High Risk,3,1
Moo-19003,3.0,1,223,0,150000,3.27,5.24,1.18,6.76,38.83,0.35,294.0,4.56,3.85,4.64,452,10.8,112.1,2,1,77.6,0.0,11.1,Low Risk,1,0
Moo-19004,4.0,4,55,1,1834705,7.15,5.78,2.34,7.41,40.59,1.38,388.5,3.88,3.38,4.69,301,7.2,122.6,3,0,74.3,0.0,3.1,High Risk,3,1
Moo-19005,3.0,3,222,2,424756,4.95,5.41,1.51,6.96,39.09,0.8,319.0,4.73,3.67,4.71,378,10.2,135.3,2,1,79.0,0.0,6.3,Moderate Risk,2,1
Moo-19006,4.0,4,252,0,37344,1.33,4.76,1.04,6.59,38.38,0.13,211.0,5.0,4.4,5.1,485,11.3,93.5,4,1,75.0,40.2,-1.0,No Risk,0,0
Moo-19007,4.0,3,102,2,513896,5.4,4.99,1.49,6.79,39.05,0.71,120.0,5.39,4.03,4.89,361,8.5,134.7,2,1,73.9,54.2,7.8,Moderate Risk,2,1
Moo-19008,3.0,1,209,2,750000,5.5,5.28,2.31,7.41,40.02,1.66,534.0,4.12,3.12,4.81,326,6.3,161.4,2,0,79.2,8.4,3.2,High Risk,3,1
Moo-19009,4.0,2,255,1,150000,3.18,5.12,1.19,6.71,38.77,0.42,335.0,4.55,4.11,4.86,467,10.4,114.7,3,1,72.4,8.5,12.6,Low Risk,1,0
Moo-19010,4.0,1,106,2,300000,4.15,5.27,1.48,7.03,39.47,1.01,368.0,3.28,2.88,5.04,363,9.1,129.5,2,0,78.3,11.8,7.0,Moderate Risk,2,1
Moo-19011,2.5,3,245,0,933614,6.1,5.99,2.33,7.34,41.12,1.63,341.5,3.67,3.31,4.86,313,6.8,132.7,3,0,73.2,12.4,3.4,High Risk,3,1
Moo-19012,5.0,2,31,0,69603,2.22,4.87,1.07,6.58,38.24,0.1,196.0,5.91,4.09,4.49,480,11.1,96.5,4,1,75.0,19.0,-1.0,No Risk,0,0
Moo-19013,3.0,1,98,0,150000,3.01,5.13,1.25,6.73,38.64,0.32,270.0,3.49,3.34,4.78,440,10.2,96.2,4,1,73.5,0.0,11.5,Low Risk,1,0
Moo-19014,4.0,4,141,0,25000,0.61,4.51,1.05,6.6,38.46,0.16,184.0,4.42,3.38,4.85,451,12.1,94.3,4,1,69.9,0.0,-1.0,No Risk,0,0
Moo-19015,3.0,1,84,0,73927,2.46,4.77,1.14,6.66,38.1,0.08,340.0,4.0,3.72,4.67,434,12.1,102.3,3,1,77.2,0.0,-1.0,No Risk,0,0
Moo-19016,3.0,2,259,0,46307,1.4,4.92,1.05,6.63,38.54,0.09,267.0,3.34,3.97,4.86,463,11.6,95.0,3,1,75.7,24.8,-1.0,No Risk,0,0
Moo-19017,4.0,1,181,2,300000,4.3,5.42,1.41,7.07,39.24,0.72,181.0,4.08,3.84,4.59,391,8.7,123.4,1,1,78.2,30.9,8.2,Moderate Risk,2,1
Moo-19018,2.5,2,188,1,750000,5.5,5.77,2.15,7.02,40.63,1.29,311.0,4.12,3.47,4.8,278,8.3,141.0,2,1,77.2,2.8,1.3,High Risk,3,1
Moo-19019,2.5,5,126,1,180919,3.72,5.09,1.24,6.66,38.91,0.35,445.0,4.6,3.79,4.61,480,10.5,107.0,4,0,74.1,0.0,13.7,Low Risk,1,0
Moo-19020,3.0,2,270,0,45515,1.72,4.61,1.08,6.54,38.77,0.14,253.0,3.7,3.36,4.56,499,11.1,97.6,4,1,75.6,44.9,-1.0,No Risk,0,0
Moo-19021,3.0,2,126,0,25000,0.88,4.76,1.12,6.57,38.63,0.2,343.0,3.55,3.87,4.74,496,11.7,104.4,4,1,77.2,0.3,-1.0,No Risk,0,0
Moo-19022,5.0,1,193,4,1739594,7.16,6.38,2.14,7.08,40.43,1.78,287.0,4.08,3.59,4.72,283,6.9,140.4,2,0,77.3,31.5,2.4,High Risk,3,1
Moo-19023,5.0,2,132,0,42460,1.66,4.81,1.1,6.56,38.22,0.19,200.0,3.2,4.26,4.54,532,11.2,111.7,5,1,73.4,14.5,-1.0,No Risk,0,0
Moo-19024,5.0,4,169,0,750000,5.5,5.75,1.75,7.19,40.25,2.32,360.0,4.06,3.59,4.63,304,8.2,138.7,1,1,79.6,0.0,1.3,High Risk,3,1
Moo-19025,5.0,1,216,2,1022561,6.53,5.69,1.9,7.26,40.39,1.87,380.0,3.86,3.25,4.74,304,8.0,126.8,1,0,70.2,17.9,2.2,High Risk,3,1
Moo-19026,2.5,1,246,0,32438,1.01,4.91,1.04,6.55,38.66,0.09,328.0,2.59,3.2,4.74,468,10.7,97.9,4,1,70.6,18.6,-1.0,No Risk,0,0
Moo-19027,4.0,3,76,0,343574,4.75,5.58,1.33,6.97,39.35,0.93,376.0,3.95,3.46,4.77,388,8.0,142.8,1,1,84.0,0.0,8.9,Moderate Risk,2,1
Moo-19028,3.0,4,57,1,1223493,6.7,5.21,1.61,7.28,40.48,1.58,261.0,4.37,4.0,4.82,210,7.0,139.8,1,0,76.7,0.0,2.0,High Risk,3,1
Moo-19029,3.0,1,80,0,66040,2.57,4.92,1.07,6.58,38.58,0.19,332.0,3.29,3.22,4.9,499,11.5,90.3,4,1,73.9,0.0,-1.0,No Risk,0,0
Moo-19030,4.0,5,184,1,300000,3.81,5.17,1.45,6.97,39.44,0.79,264.5,4.52,3.99,4.74,327,9.4,123.3,2,0,79.4,13.6,8.1,Moderate Risk,2,1
Moo-19031,2.5,5,311,0,68409,2.36,5.03,1.07,6.56,38.31,0.09,294.0,3.51,3.28,4.97,485,12.2,96.3,4,1,79.2,0.0,-1.0,No Risk,0,0
Moo-19032,4.0,2,69,0,43792,1.69,5.03,1.03,6.56,38.53,0.11,410.0,3.25,3.53,5.04,490,11.5,102.2,3,1,73.7,0.0,-1.0,No Risk,0,0
Moo-19033,2.5,3,224,2,963232,6.32,5.72,1.78,7.19,40.31,1.41,320.0,3.73,3.25,4.89,275,6.3,156.2,3,1,80.2,1.8,1.0,High Risk,3,1
Moo-19034,5.0,4,234,1,52495,1.73,4.8,1.14,6.69,38.59,0.14,332.0,3.03,3.43,4.56,439,11.3,90.1,4,1,70.4,19.2,-1.0,No Risk,0,0
Moo-19035,4.0,1,192,2,150000,2.77,4.98,1.22,6.67,38.69,0.31,386.0,3.9,3.28,4.8,441,10.4,105.7,3,0,71.8,0.0,12.3,Low Risk,1,0
Moo-19036,3.0,5,100,0,77243,2.4,4.8,1.06,6.54,38.51,0.06,265.0,4.27,3.09,4.8,505,11.9,102.4,4,1,76.9,6.2,-1.0,No Risk,0,0
Moo-19037,4.0,4,73,0,59209,2.36,4.75,1.06,6.66,38.46,0.09,328.0,4.45,3.31,4.53,469,11.8,94.0,4,1,75.5,9.4,-1.0,No Risk,0,0
Moo-19038,4.0,2,192,3,388971,5.13,5.59,1.5,7.01,39.42,0.77,366.0,3.88,3.36,4.79,320,8.9,132.4,2,0,79.2,0.0,9.8,Moderate Risk,2,1
Moo-19039,5.0,3,316,1,150000,3.48,5.14,1.22,6.65,38.71,0.41,320.0,4.75,3.98,4.43,352,10.5,116.1,4,1,66.0,22.0,11.8,Low Risk,1,0
Moo-19040,2.5,5,220,0,31195,1.27,4.99,1.09,6.56,38.4,0.2,304.0,4.93,3.37,4.99,469,11.8,103.4,4,1,79.5,0.0,-1.0,No Risk,0,0
Moo-19041,2.5,1,238,2,440086,5.0,5.05,1.43,7.01,39.38,0.94,341.5,3.67,3.31,4.86,345,8.4,137.9,1,1,81.1,0.0,6.2,Moderate Risk,2,1
Moo-19042,3.0,3,157,0,1383789,6.73,5.98,2.14,7.25,40.36,1.63,289.0,4.08,3.64,4.81,335,8.0,149.7,2,0,69.8,2.4,2.2,High Risk,3,1
