Date,Day_Index,Animal_ID,Species,Breed,Age_Years,Parity,Days_In_Milk,Past_Mastitis_Episodes,Ambient_Temp_C,Humidity_Pct,THI_Index,Bedding_Hygiene_Score,Teat_Dip_Compliance,Milking_Vacuum_Status,EC_Front_Left,EC_Front_Right,EC_Rear_Left,EC_Rear_Right,Mean_EC,Quarter_Differential_Ratio,Milk_pH,Milk_Temperature_C,Milk_Yield_Liters,Rumination_Minutes,Lying_Hours,Optical_SCC_Proxy,Somatic_Cell_Count_Actual,Days_To_Clinical_Onset,Suspected_Quarter,Will_Develop_Mastitis_in_14Days,Risk_Tier_Label,Risk_Tier_Code
2026-02-09,39,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,138,0,30.78,57.03,80.45,2,1,Stable,4.938,4.85,5.033,5.073,4.973,1.046,6.643,38.92,11.21,480.5,10.7,1.592,68560,-1,None,0,No Risk,0
2026-02-10,40,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,139,0,20.91,60.22,67.09,4,1,Stable,4.894,4.853,5.063,4.918,4.932,1.043,6.618,38.5,11.57,444.6,10.9,1.59,64280,-1,None,0,No Risk,0
2026-02-11,41,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,140,0,23.98,58.62,71.26,5,1,Stable,5.074,4.818,4.995,5.021,4.977,1.053,6.63,38.49,11.52,454.5,11.3,1.611,67867,-1,None,0,No Risk,0
2026-02-12,42,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,141,0,25.87,55.59,73.55,2,1,Stable,4.955,4.751,5.065,5.053,4.956,1.066,6.613,38.49,11.59,503.2,10.6,1.534,57662,-1,None,0,No Risk,0
2026-02-13,43,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,142,0,28.65,61.27,78.12,3,1,Stable,4.933,4.736,5.174,5.036,4.97,1.093,6.635,38.73,11.84,457.8,10.9,1.727,80089,-1,None,0,No Risk,0
2026-02-14,44,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,143,0,21.85,54.5,68.0,2,1,Stable,5.03,4.896,4.923,5.045,4.974,1.03,6.611,38.58,11.97,500.0,11.7,1.62,59939,-1,None,0,No Risk,0
2026-02-15,45,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,144,0,27.7,61.4,76.79,3,1,Stable,4.976,4.875,5.072,5.123,5.012,1.051,6.689,38.72,10.9,463.7,10.8,1.62,66933,-1,None,0,No Risk,0
2026-02-16,46,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,145,0,27.43,73.07,77.91,4,0,Stable,4.991,4.934,5.294,4.943,5.04,1.073,6.677,38.73,11.83,420.6,10.6,1.641,63364,-1,None,0,No Risk,0
2026-02-17,47,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,146,0,24.06,65.29,72.0,4,0,Stable,5.08,4.838,5.082,4.962,4.99,1.05,6.629,38.59,12.0,455.6,10.3,1.657,52991,-1,None,0,No Risk,0
2026-02-18,48,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,147,0,27.33,63.57,76.54,4,0,Stable,4.932,4.874,5.01,5.079,4.974,1.042,6.644,38.8,11.15,457.5,11.1,1.55,70538,-1,None,0,No Risk,0
2026-02-19,49,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,148,0,27.67,61.31,76.74,3,1,Stable,4.857,4.8,5.03,5.003,4.922,1.048,6.679,38.86,10.98,480.7,10.9,1.648,92473,-1,None,0,No Risk,0
2026-02-20,50,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,149,0,30.19,64.8,80.86,4,0,Stable,5.016,4.797,5.031,5.096,4.985,1.062,6.668,38.83,11.21,463.5,10.8,1.561,45535,-1,None,0,No Risk,0
2026-02-21,51,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,150,0,20.15,64.6,66.28,4,1,Stable,4.967,4.775,5.007,5.017,4.941,1.051,6.64,38.46,11.67,505.0,10.7,1.675,56859,-1,None,0,No Risk,0
2026-02-22,52,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,151,0,23.17,83.55,72.29,3,1,Stable,4.969,4.901,5.063,4.874,4.952,1.039,6.678,38.49,12.04,485.8,11.1,1.674,67042,-1,None,0,No Risk,0
2026-02-23,53,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,152,0,28.68,84.86,81.49,3,0,Fluctuating,4.89,4.762,5.04,5.178,4.968,1.087,6.554,38.92,10.77,452.4,10.9,1.696,62496,-1,None,0,No Risk,0
2026-02-24,54,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,153,0,29.04,73.87,80.49,3,1,Stable,5.111,4.869,5.012,4.962,4.988,1.05,6.653,38.69,11.03,428.3,10.7,1.566,47340,-1,None,0,No Risk,0
2026-02-25,55,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,154,0,22.88,62.66,70.07,4,0,Stable,4.982,4.833,5.086,4.933,4.958,1.052,6.717,38.37,11.57,462.8,11.4,1.559,63834,-1,None,0,No Risk,0
2026-02-26,56,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,155,0,29.06,62.95,78.95,3,0,Fluctuating,4.993,4.842,5.215,5.048,5.024,1.077,6.629,38.73,10.73,468.3,11.0,1.566,65156,-1,None,0,No Risk,0
2026-02-27,57,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,156,0,25.28,66.84,73.94,5,1,Fluctuating,4.86,4.891,5.084,4.912,4.937,1.046,6.643,38.6,11.91,497.8,11.1,1.601,81826,-1,None,0,No Risk,0
2026-02-28,58,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,157,0,23.11,69.34,70.96,3,0,Fluctuating,4.887,4.833,5.029,4.892,4.91,1.04,6.662,38.61,11.54,492.9,11.3,1.625,70880,-1,None,0,No Risk,0
2026-03-01,59,IN-DAIRY-1022,Cattle,Jersey_Cross,3,4,158,0,27.14,65.37,76.49,3,1,Stable,5.036,4.823,5.121,4.958,4.985,1.062,6.723,38.9,10.81,469.5,10.7,1.56,54057,-1,None,0,No Risk,0
2026-01-01,0,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,194,0,26.1,81.55,76.85,3,1,Stable,5.245,4.882,4.824,4.869,4.955,1.087,6.618,38.71,11.82,467.5,11.3,1.548,73739,-1,None,0,No Risk,0
2026-01-02,1,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,195,0,32.42,70.63,85.13,3,1,Stable,5.245,4.88,4.663,4.934,4.93,1.125,6.616,38.71,13.17,477.8,10.6,1.672,87609,-1,None,0,No Risk,0
2026-01-03,2,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,196,0,29.96,85.02,83.63,3,1,Stable,5.339,4.846,4.873,4.974,5.008,1.102,6.646,38.5,12.73,471.3,10.7,1.591,84888,-1,None,0,No Risk,0
2026-01-04,3,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,197,0,28.01,91.15,81.23,4,0,Fluctuating,5.19,4.838,4.996,4.811,4.959,1.079,6.637,38.75,12.96,461.8,11.1,1.575,71221,-1,None,0,No Risk,0
2026-01-05,4,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,198,0,26.01,90.77,77.76,3,1,Stable,5.306,4.713,4.8,4.804,4.906,1.126,6.654,38.59,12.5,492.4,11.0,1.656,70166,-1,None,0,No Risk,0
2026-01-06,5,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,199,0,26.29,74.33,76.32,3,1,Stable,5.102,4.786,4.906,4.913,4.927,1.066,6.669,38.6,11.5,481.3,10.9,1.57,70964,-1,None,0,No Risk,0
2026-01-07,6,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,200,0,30.97,62.58,81.62,2,1,Fluctuating,5.275,4.752,4.687,4.871,4.896,1.126,6.614,38.75,12.16,486.0,11.5,1.578,53435,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,201,0,32.22,89.97,88.23,5,0,Stable,5.198,4.765,4.841,4.899,4.926,1.091,6.626,38.68,12.6,481.6,11.7,1.546,58890,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,202,0,33.49,74.46,87.46,4,1,Stable,5.044,4.832,4.795,4.853,4.881,1.052,6.58,38.6,12.19,498.9,11.5,1.674,72921,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,203,0,36.08,60.04,88.38,4,1,Stable,5.15,4.779,4.882,4.775,4.896,1.079,6.681,38.81,12.85,464.1,10.5,1.705,69520,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,204,0,30.47,61.57,80.74,3,1,Stable,5.265,4.759,4.836,4.654,4.879,1.131,6.626,38.44,12.19,462.1,11.0,1.572,67146,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,205,0,30.53,66.94,81.69,1,1,Fluctuating,5.226,4.89,4.798,4.892,4.951,1.089,6.633,38.64,11.71,463.9,11.1,1.518,53047,-1,None,0,No Risk,0
2026-01-13,12,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,206,0,31.69,85.13,86.5,3,1,Stable,5.201,4.814,4.889,5.01,4.978,1.08,6.626,38.74,11.93,472.1,10.7,1.564,57393,-1,None,0,No Risk,0
2026-01-14,13,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,207,0,30.72,60.27,80.9,2,1,Stable,5.162,4.729,4.719,4.692,4.826,1.1,6.622,38.63,12.12,484.2,11.3,1.621,88499,-1,None,0,No Risk,0
2026-01-15,14,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,208,0,32.81,83.81,88.12,3,1,Stable,5.231,4.761,4.755,4.746,4.873,1.102,6.638,38.83,11.87,480.3,10.7,1.538,48409,-1,None,0,No Risk,0
2026-01-16,15,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,209,0,32.54,72.57,85.65,3,0,Fluctuating,5.298,4.733,4.799,4.867,4.924,1.119,6.621,38.74,11.92,505.6,11.4,1.647,69849,-1,None,0,No Risk,0
2026-01-17,16,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,210,0,37.0,69.72,91.84,2,1,Stable,5.109,4.754,4.919,4.753,4.884,1.075,6.624,38.78,11.77,489.8,11.7,1.591,55639,-1,None,0,No Risk,0
2026-01-18,17,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,211,0,33.53,77.22,88.05,2,1,Stable,5.193,4.798,4.867,4.761,4.905,1.091,6.609,38.63,12.19,468.9,11.3,1.54,60644,-1,None,0,No Risk,0
2026-01-19,18,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,212,0,29.35,49.74,77.41,3,0,Stable,5.357,4.716,4.935,4.916,4.981,1.136,6.629,38.65,12.3,475.3,11.4,1.58,41833,-1,None,0,No Risk,0
2026-01-20,19,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,213,0,35.79,86.69,93.61,5,0,Stable,5.15,4.84,4.859,4.942,4.948,1.064,6.613,38.56,12.15,487.5,11.4,1.568,65588,-1,None,0,No Risk,0
2026-01-21,20,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,214,0,35.2,55.53,86.23,1,1,Stable,5.235,4.731,4.852,4.893,4.928,1.107,6.563,38.71,12.25,473.4,11.0,1.541,52529,-1,None,0,No Risk,0
2026-01-22,21,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,215,0,24.46,62.73,72.33,4,1,Stable,5.209,4.792,4.823,4.852,4.919,1.087,6.667,38.48,12.3,483.9,11.5,1.562,46539,-1,None,0,No Risk,0
2026-01-23,22,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,216,0,30.66,57.09,80.3,4,0,Stable,5.26,4.691,4.939,5.072,4.99,1.121,6.569,38.67,12.69,469.1,10.9,1.515,39165,-1,None,0,No Risk,0
2026-01-24,23,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,217,0,30.78,69.45,82.47,5,1,Stable,5.387,4.754,4.813,4.892,4.961,1.133,6.607,38.67,12.26,490.2,11.4,1.547,61159,-1,None,0,No Risk,0
2026-01-25,24,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,218,0,32.7,63.62,84.28,5,1,Stable,5.334,4.728,4.89,4.84,4.948,1.128,6.635,38.76,11.74,497.5,11.1,1.621,72044,-1,None,0,No Risk,0
2026-01-26,25,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,219,0,30.4,72.49,82.38,3,1,Stable,5.262,4.776,4.95,4.823,4.953,1.102,6.645,38.81,12.62,477.8,10.8,1.689,42658,-1,None,0,No Risk,0
2026-01-27,26,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,220,0,28.77,69.89,79.52,1,1,Stable,5.285,4.847,4.815,4.84,4.947,1.098,6.581,38.73,12.19,493.2,10.9,1.701,61057,-1,None,0,No Risk,0
2026-01-28,27,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,221,0,27.93,71.93,78.53,4,0,Stable,5.137,4.658,4.815,4.898,4.877,1.103,6.617,38.5,11.66,489.1,10.5,1.648,71216,-1,None,0,No Risk,0
2026-01-29,28,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,222,0,27.3,75.27,77.99,3,0,Stable,5.219,4.833,4.696,4.973,4.93,1.111,6.587,38.58,12.11,456.7,10.8,1.709,74419,-1,None,0,No Risk,0
2026-01-30,29,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,223,0,24.52,40.68,70.21,4,0,Fluctuating,5.129,5.475,4.663,4.803,5.018,1.174,6.726,38.41,12.29,459.1,11.3,1.709,200635,14,FR,1,Low Risk,1
2026-01-31,30,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,224,0,34.09,61.23,85.82,2,0,Stable,5.378,5.602,4.888,4.834,5.176,1.159,6.8,38.67,12.15,438.1,10.9,1.806,193450,13,FR,1,Low Risk,1
2026-02-01,31,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,225,0,29.93,56.58,79.22,4,0,Stable,5.329,5.503,4.904,4.888,5.156,1.126,6.773,38.45,11.3,412.9,10.6,1.886,332172,12,FR,1,Low Risk,1
2026-02-02,32,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,226,0,33.91,64.14,86.12,2,1,Stable,5.209,5.701,4.809,4.796,5.129,1.189,6.694,38.62,11.76,461.4,11.3,1.794,217107,11,FR,1,Low Risk,1
2026-02-03,33,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,227,0,29.64,61.59,79.58,4,1,Stable,5.334,5.796,4.786,4.695,5.153,1.235,6.702,38.53,11.52,452.5,11.2,1.837,277134,10,FR,1,Low Risk,1
2026-02-04,34,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,228,0,32.74,51.73,82.19,2,0,Stable,5.411,6.897,4.929,4.771,5.502,1.446,6.912,39.3,10.77,410.5,9.1,1.95,850601,9,FR,1,Moderate Risk,2
2026-02-05,35,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,229,0,31.27,54.09,80.63,4,1,Stable,5.294,6.899,4.989,4.941,5.531,1.396,6.889,39.43,10.74,416.4,9.4,1.983,721186,8,FR,1,Moderate Risk,2
2026-02-06,36,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,230,0,27.84,48.26,75.25,3,1,Stable,5.235,6.09,4.723,4.782,5.207,1.289,7.084,39.04,11.45,419.0,9.0,2.018,872733,7,FR,1,Moderate Risk,2
2026-02-07,37,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,231,0,21.05,62.32,67.42,4,1,Stable,5.237,6.451,4.823,4.801,5.328,1.344,6.957,39.45,11.44,384.3,8.7,1.953,697827,6,FR,1,Moderate Risk,2
2026-02-08,38,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,232,0,29.34,36.42,75.43,5,1,Stable,5.258,6.451,4.853,4.8,5.341,1.344,6.908,39.43,10.49,422.8,8.5,1.918,646569,5,FR,1,Moderate Risk,2
2026-02-09,39,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,233,0,23.41,65.83,71.1,3,1,Stable,5.289,6.978,4.775,5.046,5.522,1.461,6.935,39.55,10.54,399.6,8.9,1.898,625396,4,FR,1,Moderate Risk,2
2026-02-10,40,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,234,0,24.92,60.45,72.76,3,1,Stable,5.283,7.497,4.913,4.692,5.596,1.598,7.322,40.06,8.8,375.4,7.3,2.106,3130798,3,FR,1,High Risk,3
2026-02-11,41,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,235,0,22.19,65.09,69.26,4,1,Stable,5.29,8.397,4.934,5.013,5.909,1.702,7.188,39.85,8.96,341.2,7.6,2.144,3476373,2,FR,1,High Risk,3
2026-02-12,42,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,236,0,28.25,48.03,75.74,3,1,Stable,5.125,7.85,4.722,4.851,5.637,1.662,7.202,40.34,8.21,294.9,6.9,2.182,2490945,1,FR,1,High Risk,3
2026-02-13,43,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,237,0,25.65,55.96,73.28,2,1,Stable,5.209,8.709,4.914,4.814,5.911,1.809,7.299,39.92,8.51,337.8,6.5,2.115,2755482,0,FR,1,High Risk,3
2026-02-14,44,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,238,0,22.48,54.94,68.88,2,0,Stable,5.084,4.849,4.795,4.832,4.89,1.06,6.678,38.33,10.35,510.2,10.3,1.915,668255,-1,None,0,Moderate Risk,2
2026-02-15,45,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,239,0,21.65,54.23,67.7,2,1,Stable,5.308,4.863,4.857,4.927,4.989,1.093,6.63,38.29,10.15,494.0,11.6,1.888,750188,-2,None,0,Moderate Risk,2
2026-02-16,46,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,240,0,31.96,52.62,81.31,4,1,Stable,5.212,4.916,4.826,4.918,4.968,1.08,6.608,38.73,10.12,471.8,10.9,1.992,797611,-3,None,0,Moderate Risk,2
2026-02-17,47,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,241,0,22.31,65.28,69.45,3,1,Stable,5.294,4.871,4.708,4.866,4.935,1.124,6.655,38.49,12.72,498.5,11.1,1.601,57912,-1,None,0,No Risk,0
2026-02-18,48,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,242,0,23.71,40.76,69.25,3,1,Stable,5.395,4.69,4.925,4.787,4.949,1.15,6.67,38.32,12.04,501.5,10.4,1.625,63231,-1,None,0,No Risk,0
2026-02-19,49,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,243,0,23.61,64.38,71.27,2,1,Stable,5.255,4.871,4.727,4.776,4.907,1.112,6.643,38.32,12.36,470.7,11.2,1.659,72128,-1,None,0,No Risk,0
2026-02-20,50,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,244,0,25.17,56.1,72.64,5,1,Stable,5.227,4.824,4.659,4.785,4.874,1.122,6.668,38.37,12.7,486.5,11.3,1.491,58659,-1,None,0,No Risk,0
2026-02-21,51,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,245,0,20.24,62.96,66.3,3,1,Stable,5.295,4.766,4.799,4.945,4.952,1.111,6.614,38.43,12.21,488.4,11.3,1.62,40670,-1,None,0,No Risk,0
2026-02-22,52,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,246,0,22.44,68.0,69.85,4,1,Stable,5.25,4.566,4.754,4.689,4.815,1.15,6.649,38.33,11.25,489.0,11.2,1.665,71105,-1,None,0,No Risk,0
2026-02-23,53,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,247,0,26.41,54.38,74.13,2,0,Stable,5.274,4.911,4.74,5.055,4.995,1.113,6.661,38.49,11.66,515.0,11.5,1.535,59502,-1,None,0,No Risk,0
2026-02-24,54,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,248,0,28.01,70.09,78.4,3,0,Stable,5.16,4.683,4.801,4.89,4.884,1.102,6.646,38.76,12.0,453.7,11.8,1.543,53217,-1,None,0,No Risk,0
2026-02-25,55,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,249,0,21.75,69.73,68.96,2,1,Stable,5.29,4.706,4.733,4.872,4.9,1.124,6.605,38.19,12.57,487.9,11.2,1.665,77733,-1,None,0,No Risk,0
2026-02-26,56,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,250,0,27.73,63.89,77.17,1,1,Stable,5.299,4.777,4.804,4.833,4.928,1.109,6.626,38.45,12.23,461.6,11.7,1.555,42826,-1,None,0,No Risk,0
2026-02-27,57,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,251,0,24.79,63.41,72.87,3,1,Stable,5.167,4.84,4.949,4.785,4.935,1.08,6.635,38.53,11.83,484.7,10.9,1.606,74594,-1,None,0,No Risk,0
2026-02-28,58,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,252,0,25.56,75.08,75.26,3,1,Stable,5.415,4.932,4.943,4.895,5.046,1.106,6.594,38.35,12.1,515.6,11.0,1.508,51950,-1,None,0,No Risk,0
2026-03-01,59,IN-DAIRY-1023,Cattle,Jersey_Cross,6,3,253,0,27.52,60.75,76.46,3,1,Stable,5.245,4.701,4.861,4.911,4.929,1.116,6.685,38.62,11.52,467.4,11.6,1.505,48188,-1,None,0,No Risk,0
2026-01-01,0,IN-DAIRY-1024,Cattle,HF_Cross,6,1,178,1,31.03,77.39,84.14,2,1,Stable,4.56,4.852,5.042,5.061,4.879,1.11,6.706,38.81,19.47,486.9,12.5,1.728,102831,-1,None,0,No Risk,0
2026-01-02,1,IN-DAIRY-1024,Cattle,HF_Cross,6,1,179,1,29.32,90.92,83.44,4,0,Stable,4.522,4.867,4.73,4.996,4.779,1.105,6.669,38.77,19.22,453.7,11.9,1.673,87258,-1,None,0,No Risk,0
2026-01-03,2,IN-DAIRY-1024,Cattle,HF_Cross,6,1,180,1,24.42,71.11,73.11,2,1,Stable,4.512,4.906,4.96,5.066,4.861,1.123,6.72,38.48,19.92,506.3,12.0,1.523,60372,-1,None,0,No Risk,0
2026-01-04,3,IN-DAIRY-1024,Cattle,HF_Cross,6,1,181,1,30.11,80.31,83.14,2,0,Stable,4.535,5.001,5.019,5.165,4.93,1.139,6.639,38.71,19.87,500.0,12.0,1.569,70968,-1,None,0,No Risk,0
2026-01-05,4,IN-DAIRY-1024,Cattle,HF_Cross,6,1,182,1,40.54,72.6,97.89,4,0,Stable,4.487,4.99,4.902,5.138,4.879,1.145,6.705,39.04,20.05,477.5,12.3,1.511,46456,-1,None,0,No Risk,0
2026-01-06,5,IN-DAIRY-1024,Cattle,HF_Cross,6,1,183,1,28.12,65.91,78.01,4,1,Stable,4.557,4.83,4.994,5.042,4.856,1.106,6.743,38.88,19.08,478.3,12.2,1.682,80176,-1,None,0,No Risk,0
2026-01-07,6,IN-DAIRY-1024,Cattle,HF_Cross,6,1,184,1,28.44,75.29,79.76,2,1,Stable,4.726,4.77,4.921,5.048,4.866,1.068,6.668,38.88,19.57,474.8,12.6,1.62,57532,-1,None,0,No Risk,0
2026-01-08,7,IN-DAIRY-1024,Cattle,HF_Cross,6,1,185,1,33.14,87.79,89.39,5,1,Stable,4.436,4.937,4.757,5.022,4.788,1.132,6.726,39.01,19.71,469.9,12.5,1.707,91643,-1,None,0,No Risk,0
2026-01-09,8,IN-DAIRY-1024,Cattle,HF_Cross,6,1,186,1,27.81,84.58,80.02,4,1,Stable,4.44,4.809,4.691,5.067,4.752,1.141,6.698,38.81,19.52,474.6,12.1,1.48,45454,-1,None,0,No Risk,0
2026-01-10,9,IN-DAIRY-1024,Cattle,HF_Cross,6,1,187,1,32.97,76.61,87.06,3,1,Fluctuating,4.445,4.92,4.935,5.146,4.861,1.158,6.671,38.96,19.7,494.1,12.4,1.528,45236,-1,None,0,No Risk,0
2026-01-11,10,IN-DAIRY-1024,Cattle,HF_Cross,6,1,188,1,29.08,79.76,81.42,3,1,Stable,4.47,4.908,4.872,5.112,4.841,1.144,6.74,38.8,19.37,500.5,12.6,1.734,72297,-1,None,0,No Risk,0
2026-01-12,11,IN-DAIRY-1024,Cattle,HF_Cross,6,1,189,1,32.66,80.6,87.29,2,1,Stable,4.557,4.874,4.923,5.057,4.853,1.11,6.678,38.81,18.86,487.5,12.0,1.621,52779,-1,None,0,No Risk,0
2026-01-13,12,IN-DAIRY-1024,Cattle,HF_Cross,6,1,190,1,31.18,84.35,85.53,3,1,Stable,4.563,4.857,4.836,5.044,4.825,1.106,6.695,38.97,19.01,437.4,11.6,1.664,82063,-1,None,0,No Risk,0
2026-01-14,13,IN-DAIRY-1024,Cattle,HF_Cross,6,1,191,1,34.67,85.96,91.59,3,1,Stable,4.468,4.777,4.996,4.814,4.764,1.118,6.656,38.82,19.34,473.0,11.8,1.699,101720,-1,None,0,No Risk,0
2026-01-15,14,IN-DAIRY-1024,Cattle,HF_Cross,6,1,192,1,38.12,76.47,95.1,4,1,Fluctuating,4.584,4.679,4.874,5.034,4.793,1.098,6.689,38.83,19.35,469.1,11.7,1.538,38421,-1,None,0,No Risk,0
2026-01-16,15,IN-DAIRY-1024,Cattle,HF_Cross,6,1,193,1,34.48,65.58,87.24,4,1,Stable,4.406,4.87,4.886,5.107,4.817,1.159,6.646,38.77,18.66,491.6,11.4,1.599,51756,-1,None,0,No Risk,0
2026-01-17,16,IN-DAIRY-1024,Cattle,HF_Cross,6,1,194,1,33.63,66.3,86.14,3,1,Stable,4.632,4.806,4.911,5.126,4.869,1.107,6.671,38.88,19.65,484.0,11.7,1.55,47212,-1,None,0,No Risk,0
2026-01-18,17,IN-DAIRY-1024,Cattle,HF_Cross,6,1,195,1,29.2,52.7,77.65,2,1,Stable,4.493,4.935,4.89,5.087,4.851,1.132,6.674,38.92,19.16,470.2,11.6,1.532,59242,-1,None,0,No Risk,0
2026-01-19,18,IN-DAIRY-1024,Cattle,HF_Cross,6,1,196,1,27.83,72.47,78.45,4,0,Stable,4.56,4.849,4.889,4.964,4.815,1.089,6.747,38.82,19.31,501.1,12.4,1.548,58408,-1,None,0,No Risk,0
2026-01-20,19,IN-DAIRY-1024,Cattle,HF_Cross,6,1,197,1,36.45,57.6,88.37,2,1,Fluctuating,4.456,4.759,5.106,5.147,4.867,1.155,6.743,39.08,19.18,478.3,11.9,1.551,62890,-1,None,0,No Risk,0
2026-01-21,20,IN-DAIRY-1024,Cattle,HF_Cross,6,1,198,1,32.79,63.83,84.46,1,1,Stable,4.521,4.841,4.888,5.106,4.839,1.129,6.667,38.61,19.84,508.7,12.1,1.546,47250,-1,None,0,No Risk,0
2026-01-22,21,IN-DAIRY-1024,Cattle,HF_Cross,6,1,199,1,28.93,71.9,80.05,3,1,Stable,4.452,4.868,4.984,4.997,4.825,1.122,6.734,38.52,18.86,467.4,12.2,1.643,83640,-1,None,0,No Risk,0
2026-01-23,22,IN-DAIRY-1024,Cattle,HF_Cross,6,1,200,1,28.18,75.43,79.38,5,1,Stable,4.432,4.916,5.05,5.038,4.859,1.14,6.741,38.76,19.16,465.4,12.0,1.614,59881,-1,None,0,No Risk,0
2026-01-24,23,IN-DAIRY-1024,Cattle,HF_Cross,6,1,201,1,33.39,71.07,86.67,4,1,Stable,4.605,4.865,4.757,5.156,4.846,1.12,6.635,38.83,19.44,482.3,12.3,1.599,67482,-1,None,0,No Risk,0
2026-01-25,24,IN-DAIRY-1024,Cattle,HF_Cross,6,1,202,1,29.51,76.95,81.68,4,0,Stable,4.652,4.93,4.951,4.964,4.874,1.067,6.717,38.99,18.89,467.6,11.9,1.634,69366,-1,None,0,No Risk,0
