"herd","timepoint","breed","quarter","cow_nid","parity","calving_date","DIM","SCC","DSCC","treatment","yield_tot","log_scc"
"castello","1","holstein",3,"castello_1063","3",2019-12-04,336,359,64.5,"antibiotico",NA,5.88332238848828
"castello","1","holstein",1,"castello_1514","2",2019-11-22,336,22,34.7,"sigillante",NA,3.09104245335832
"castello","1","holstein",2,"castello_1514","2",2019-11-22,336,10,25,"sigillante",NA,2.30258509299405
"castello","1","holstein",3,"castello_1514","2",2019-11-22,336,52,71.3,"antibiotico",NA,3.95124371858143
"castello","1","holstein",4,"castello_1514","2",2019-11-22,336,139,60.5,"sigillante",NA,4.93447393313069
"castello","1","holstein",1,"castello_1010","3",2019-02-19,337,1356,58.9,"antibiotico",10019,7.21229446850034
"castello","1","holstein",2,"castello_1010","3",2019-02-19,337,3208,50.6,"antibiotico",10019,8.07340296898641
"castello","1","holstein",3,"castello_1010","3",2019-02-19,337,215,59.2,"antibiotico",10019,5.37063802812766
"castello","1","holstein",4,"castello_1010","3",2019-02-19,337,135,57.8,"antibiotico",10019,4.90527477843843
"castello","1","holstein",1,"castello_6369","4",2019-08-17,337,58,60.4,"sigillante",8099,4.06044301054642
"castello","1","holstein",2,"castello_6369","4",2019-08-17,337,94,48.2,"sigillante",8099,4.54329478227
"castello","1","holstein",4,"castello_6369","4",2019-08-17,337,81,32.7,"sigillante",8099,4.39444915467244
"castello","1","holstein",1,"castello_6622","3",2019-06-25,337,472,65,"antibiotico",7109,6.15697898558556
"castello","1","holstein",2,"castello_6622","3",2019-06-25,337,177,48.4,"antibiotico",7109,5.17614973257383
"castello","1","holstein",3,"castello_6622","3",2019-06-25,337,1065,57.7,"antibiotico",7109,6.97073007814353
"castello","1","holstein",4,"castello_6622","3",2019-06-25,337,544,50.9,"antibiotico",7109,6.29894924685594
"castello","1","holstein",1,"castello_6643","3",2019-08-16,337,160,63.2,"antibiotico",10762,5.07517381523383
"castello","1","holstein",2,"castello_6643","3",2019-08-16,337,118,63.7,"antibiotico",10762,4.77068462446567
"castello","1","holstein",3,"castello_6643","3",2019-08-16,337,1084,82.7,"antibiotico",10762,6.98841318199959
"castello","1","holstein",4,"castello_6643","3",2019-08-16,337,111,57.3,"antibiotico",10762,4.70953020131233
"castello","1","holstein",1,"castello_1231","3",2019-12-24,338,210,64.3,"antibiotico",NA,5.34710753071747
"castello","1","holstein",2,"castello_1231","3",2019-12-24,338,117,52.9,"sigillante",NA,4.76217393479776
"castello","1","holstein",3,"castello_1231","3",2019-12-24,338,79,63.1,"sigillante",NA,4.36944785246702
"castello","1","holstein",4,"castello_1231","3",2019-12-24,338,75,45.7,"sigillante",NA,4.31748811353631
"castello","1","holstein",1,"castello_1389","2",2019-10-25,339,241,74.7,"antibiotico",NA,5.48479693349065
"castello","1","holstein",2,"castello_1389","2",2019-10-25,339,357,72.9,"antibiotico",NA,5.87773578177964
"castello","1","holstein",3,"castello_1389","2",2019-10-25,339,145,69.6,"antibiotico",NA,4.97673374242057
"castello","1","holstein",4,"castello_1389","2",2019-10-25,339,138,77.9,"antibiotico",NA,4.92725368515721
"castello","1","holstein",1,"castello_1566","2",2020-01-09,339,80,47.9,"sigillante",NA,4.38202663467388
"castello","1","holstein",2,"castello_1566","2",2020-01-09,339,310,65.9,"antibiotico",NA,5.73657229747919
"castello","1","holstein",3,"castello_1566","2",2020-01-09,339,30,54.2,"sigillante",NA,3.40119738166216
"castello","1","holstein",4,"castello_1566","2",2020-01-09,339,65,47.2,"sigillante",NA,4.17438726989564
"castello","1","holstein",2,"castello_6664","3",2019-09-07,339,3944,81.1,"antibiotico",NA,8.27995071572253
"castello","1","holstein",4,"castello_6664","3",2019-09-07,339,1781,81.2,"antibiotico",NA,7.48493028328966
"castello","1","holstein",1,"castello_1357","2",2019-12-18,340,28,46.8,"antibiotico",NA,3.3322045101752
"castello","1","holstein",2,"castello_1357","2",2019-12-18,340,415,70.7,"antibiotico",NA,6.0282785202307
"castello","1","holstein",3,"castello_1357","2",2019-12-18,340,103,65.1,"antibiotico",NA,4.63472898822964
"castello","1","holstein",4,"castello_1357","2",2019-12-18,340,26,19.6,"antibiotico",NA,3.25809653802148
"castello","1","holstein",1,"castello_9944","4",2019-11-26,340,805,70.2,"antibiotico",NA,6.69084227741856
"castello","1","holstein",2,"castello_9944","4",2019-11-26,340,726,70,"antibiotico",NA,6.5875500148248
"castello","1","holstein",3,"castello_9944","4",2019-11-26,340,246,68.5,"antibiotico",NA,5.50533153593236
"castello","1","holstein",4,"castello_9944","4",2019-11-26,340,204,60,"antibiotico",NA,5.31811999384422
"castello","1","holstein",1,"castello_9709","4",2019-09-28,344,351,50.6,"antibiotico",5261,5.86078622346587
"castello","1","holstein",3,"castello_9709","4",2019-09-28,344,4212,43.9,"antibiotico",5261,8.34569287325387
"castello","1","holstein",4,"castello_9709","4",2019-09-28,344,704,52.9,"antibiotico",5261,6.55677835615804
"castello","1","holstein",1,"castello_9828","4",2019-11-29,345,38,50.2,"antibiotico",NA,3.63758615972639
"castello","1","holstein",3,"castello_9828","4",2019-11-29,345,725,57.2,"antibiotico",NA,6.58617165485467
"castello","1","holstein",4,"castello_9828","4",2019-11-29,345,707,58.4,"antibiotico",NA,6.56103066589657
"castello","1","holstein",1,"castello_6614","3",2019-07-31,347,108,43.9,"sigillante",10195,4.68213122712422
"castello","1","holstein",2,"castello_6614","3",2019-07-31,347,60,50.7,"sigillante",10195,4.0943445622221
"castello","1","holstein",3,"castello_6614","3",2019-07-31,347,34,33,"sigillante",10195,3.52636052461616
"castello","1","holstein",4,"castello_6614","3",2019-07-31,347,293,47.5,"antibiotico",10195,5.68017260901707
"castello","1","holstein",1,"castello_9931","4",2019-10-26,347,388,70,"antibiotico",NA,5.96100533962327
"castello","1","holstein",2,"castello_9931","4",2019-10-26,347,793,61.1,"antibiotico",NA,6.67582322163485
"castello","1","holstein",3,"castello_9931","4",2019-10-26,347,592,75.9,"antibiotico",NA,6.38350663488401
"castello","1","holstein",4,"castello_9931","4",2019-10-26,347,750,75.3,"antibiotico",NA,6.62007320653036
"castello","1","holstein",1,"castello_9939","4",2019-10-14,348,1434,46.4,"antibiotico",NA,7.26822302115957
"castello","1","holstein",2,"castello_9939","4",2019-10-14,348,334,34.9,"antibiotico",NA,5.8111409929767
"castello","1","holstein",3,"castello_9939","4",2019-10-14,348,306,43.1,"antibiotico",NA,5.72358510195238
"castello","1","holstein",4,"castello_9939","4",2019-10-14,348,120,41.3,"antibiotico",NA,4.78749174278205
"castello","1","holstein",1,"castello_6825","2",2019-06-05,349,39,43.8,"sigillante",9678,3.66356164612965
"castello","1","holstein",2,"castello_6825","2",2019-06-05,349,61,38.3,"sigillante",9678,4.11087386417331
"castello","1","holstein",3,"castello_6825","2",2019-06-05,349,35,35.2,"sigillante",9678,3.55534806148941
"castello","1","holstein",4,"castello_6825","2",2019-06-05,349,23,30.3,"sigillante",9678,3.13549421592915
"castello","1","holstein",1,"castello_9706","4",2019-11-07,349,762,79.6,"antibiotico",NA,6.63594655568665
"castello","1","holstein",2,"castello_9706","4",2019-11-07,349,97,49.8,"antibiotico",NA,4.57471097850338
"castello","1","holstein",3,"castello_9706","4",2019-11-07,349,276,44,"antibiotico",NA,5.62040086571715
"castello","1","holstein",4,"castello_9706","4",2019-11-07,349,292,72.9,"antibiotico",NA,5.67675380226828
"castello","1","holstein",1,"castello_1423","2",2019-10-11,352,97,71.3,"antibiotico",10246,4.57471097850338
"castello","1","holstein",2,"castello_1423","2",2019-10-11,352,319,58,"antibiotico",10246,5.76519110278484
"castello","1","holstein",3,"castello_1423","2",2019-10-11,352,96,74.2,"antibiotico",10246,4.56434819146784
"castello","1","holstein",4,"castello_1423","2",2019-10-11,352,108,76.8,"antibiotico",10246,4.68213122712422
"castello","1","holstein",1,"castello_9794","4",2019-11-22,353,1825,67.6,"antibiotico",NA,7.50933526601659
"castello","1","holstein",2,"castello_9794","4",2019-11-22,353,389,72.6,"antibiotico",NA,5.96357934361845
"castello","1","holstein",3,"castello_9794","4",2019-11-22,353,142,56.4,"antibiotico",NA,4.95582705760126
"castello","1","holstein",4,"castello_9794","4",2019-11-22,353,277,63.7,"antibiotico",NA,5.62401750618734
"castello","1","holstein",1,"castello_1084","3",2019-07-02,354,2628,66,"antibiotico",7829,7.8739783796045
"castello","1","holstein",3,"castello_1084","3",2019-07-02,354,707,58.2,"antibiotico",7829,6.56103066589657
"castello","1","holstein",4,"castello_1084","3",2019-07-02,354,8994,64.9,"antibiotico",7829,9.10431296733065
"castello","1","holstein",1,"castello_1099","3",2019-08-31,354,332,64.7,"antibiotico",10756,5.80513496891649
"castello","1","holstein",2,"castello_1099","3",2019-08-31,354,1698,63,"antibiotico",10756,7.43720636687129
"castello","1","holstein",3,"castello_1099","3",2019-08-31,354,314,63.6,"antibiotico",10756,5.74939298590825
"castello","1","holstein",4,"castello_1099","3",2019-08-31,354,87,45.3,"antibiotico",10756,4.46590811865458
"castello","1","holstein",1,"castello_1416","2",2019-09-06,354,190,67.3,"sigillante",10018,5.24702407216049
"castello","1","holstein",2,"castello_1416","2",2019-09-06,354,42,50.4,"sigillante",10018,3.73766961828337
"castello","1","holstein",3,"castello_1416","2",2019-09-06,354,19,31.5,"sigillante",10018,2.94443897916644
"castello","1","holstein",4,"castello_1416","2",2019-09-06,354,15,37.3,"sigillante",10018,2.70805020110221
"castello","1","holstein",1,"castello_6789","2",2019-03-30,354,26,37,"sigillante",10667,3.25809653802148
"castello","1","holstein",2,"castello_6789","2",2019-03-30,354,145,40.6,"sigillante",10667,4.97673374242057
"castello","1","holstein",3,"castello_6789","2",2019-03-30,354,40,66.7,"sigillante",10667,3.68887945411394
"castello","1","holstein",4,"castello_6789","2",2019-03-30,354,40,66.4,"sigillante",10667,3.68887945411394
"castello","1","holstein",1,"castello_1181","3",2019-12-03,355,129,39.3,"antibiotico",NA,4.85981240436167
"castello","1","holstein",2,"castello_1181","3",2019-12-03,355,361,45,"antibiotico",NA,5.88887795833288
"castello","1","holstein",3,"castello_1181","3",2019-12-03,355,359,57.4,"antibiotico",NA,5.88332238848828
"castello","1","holstein",4,"castello_1181","3",2019-12-03,355,154,46.7,"antibiotico",NA,5.03695260241363
"castello","1","holstein",1,"castello_6786","2",2019-03-08,355,71,57.7,"antibiotico",11336,4.26267987704132
"castello","1","holstein",2,"castello_6786","2",2019-03-08,355,678,61,"antibiotico",11336,6.5191472879404
"castello","1","holstein",3,"castello_6786","2",2019-03-08,355,201,67.6,"antibiotico",11336,5.30330490805908
"castello","1","holstein",4,"castello_6786","2",2019-03-08,355,153,70.1,"antibiotico",11336,5.03043792139244
"castello","1","holstein",1,"castello_9826","4",2019-12-02,355,370,27.5,"antibiotico",NA,5.91350300563827
"castello","1","holstein",2,"castello_9826","4",2019-12-02,355,892,44.2,"antibiotico",NA,6.79346613258001
"castello","1","holstein",3,"castello_9826","4",2019-12-02,355,1287,54.6,"antibiotico",NA,7.16006920759613
"castello","1","holstein",4,"castello_9826","4",2019-12-02,355,419,43.8,"antibiotico",NA,6.03787091992214
"castello","1","holstein",1,"castello_1361","2",2019-06-22,357,39,25.6,"sigillante",5093,3.66356164612965
"castello","1","holstein",2,"castello_1361","2",2019-06-22,357,16,32.7,"sigillante",5093,2.77258872223978
"castello","1","holstein",3,"castello_1361","2",2019-06-22,357,24,33.1,"sigillante",5093,3.17805383034795
"castello","1","holstein",4,"castello_1361","2",2019-06-22,357,32,43.3,"sigillante",5093,3.46573590279973
"castello","1","holstein",1,"castello_1385","2",2019-12-21,357,249,74.8,"antibiotico",NA,5.51745289646471
"castello","1","holstein",2,"castello_1385","2",2019-12-21,357,241,75.1,"antibiotico",NA,5.48479693349065
"castello","1","holstein",3,"castello_1385","2",2019-12-21,357,11,50,"sigillante",NA,2.39789527279837
"castello","1","holstein",4,"castello_1385","2",2019-12-21,357,12,45.6,"sigillante",NA,2.484906649788
"castello","1","holstein",1,"castello_6760","2",2019-03-22,357,108,60.3,"sigillante",9188,4.68213122712422
"castello","1","holstein",2,"castello_6760","2",2019-03-22,357,5597,53.6,"antibiotico",9188,8.62998601889136
"castello","1","holstein",3,"castello_6760","2",2019-03-22,357,97,58,"sigillante",9188,4.57471097850338
"castello","1","holstein",4,"castello_6760","2",2019-03-22,357,22,42.4,"sigillante",9188,3.09104245335832
"castello","1","holstein",1,"castello_9768","4",2019-07-20,358,66,60.4,"sigillante",7376,4.18965474202643
"castello","1","holstein",2,"castello_9768","4",2019-07-20,358,49,45.1,"sigillante",7376,3.89182029811063
"castello","1","holstein",3,"castello_9768","4",2019-07-20,358,71,52.7,"sigillante",7376,4.26267987704132
"castello","1","holstein",1,"castello_6439","4",2019-09-06,359,6506,72.4,"antibiotico",7916,8.7804801070333
"castello","1","holstein",2,"castello_6439","4",2019-09-06,359,4616,70.7,"antibiotico",7916,8.43728380818794
"castello","1","holstein",3,"castello_6439","4",2019-09-06,359,2278,79.9,"antibiotico",7916,7.73105314400713
"castello","1","holstein",1,"castello_9176","4",2019-02-17,359,133,46.2,"sigillante",7420,4.89034912822175
"castello","1","holstein",2,"castello_9176","4",2019-02-17,359,417,55.1,"antibiotico",7420,6.0330862217988
"castello","1","holstein",3,"castello_9176","4",2019-02-17,359,307,47.8,"antibiotico",7420,5.7268477475872
"castello","1","holstein",4,"castello_9176","4",2019-02-17,359,93,61.8,"antibiotico",7420,4.53259949315326
"castello","1","holstein",1,"castello_1399","2",2019-09-20,361,13,34.5,"antibiotico",9801,2.56494935746154
"castello","1","holstein",2,"castello_1399","2",2019-09-20,361,86,72.1,"antibiotico",9801,4.45434729625351
"castello","1","holstein",3,"castello_1399","2",2019-09-20,361,15,28.7,"antibiotico",9801,2.70805020110221
"castello","1","holstein",4,"castello_1399","2",2019-09-20,361,11,22.4,"antibiotico",9801,2.39789527279837
"castello","1","holstein",1,"castello_6678","3",2020-01-26,361,663,65.8,"antibiotico",10006,6.49677499018586
"castello","1","holstein",2,"castello_6678","3",2020-01-26,361,497,66.1,"antibiotico",10006,6.20859002609663
"castello","1","holstein",3,"castello_6678","3",2020-01-26,361,1210,75.6,"antibiotico",10006,7.09837563859079
"castello","1","holstein",4,"castello_6678","3",2020-01-26,361,402,65.5,"antibiotico",10006,5.99645208861902
"castello","1","holstein",1,"castello_9921","3",2019-03-22,362,2610,58.9,"antibiotico",NA,7.86710550031674
"castello","1","holstein",2,"castello_9921","3",2019-03-22,362,3032,48,"antibiotico",NA,8.01697774676226
"castello","1","holstein",3,"castello_9921","3",2019-03-22,362,2674,45.2,"antibiotico",NA,7.89133075766189
"castello","1","holstein",4,"castello_9921","3",2019-03-22,362,3196,48.2,"antibiotico",NA,8.06965530688617
"castello","1","holstein",1,"castello_1316","2",2019-04-27,363,34,39.3,"sigillante",11111,3.52636052461616
"castello","1","holstein",2,"castello_1316","2",2019-04-27,363,123,50.3,"sigillante",11111,4.81218435537242
"castello","1","holstein",3,"castello_1316","2",2019-04-27,363,124,45.2,"sigillante",11111,4.82028156560504
"castello","1","holstein",4,"castello_1316","2",2019-04-27,363,131,51.9,"sigillante",11111,4.87519732320115
"castello","1","holstein",1,"castello_6753","2",2019-02-12,363,20,54.9,"sigillante",9119,2.99573227355399
"castello","1","holstein",2,"castello_6753","2",2019-02-12,363,143,49.4,"sigillante",9119,4.96284463025991
"castello","1","holstein",3,"castello_6753","2",2019-02-12,363,16,45.4,"sigillante",9119,2.77258872223978
"castello","1","holstein",4,"castello_6753","2",2019-02-12,363,125,58.5,"sigillante",9119,4.8283137373023
"castello","1","holstein",1,"castello_1046","3",2019-08-24,364,1659,50.1,"antibiotico",8521,7.41397029019044
"castello","1","holstein",2,"castello_1046","3",2019-08-24,364,1379,43.8,"antibiotico",8521,7.2291138777933
"castello","1","holstein",4,"castello_1046","3",2019-08-24,364,258,59.6,"antibiotico",8521,5.55295958492162
"castello","1","holstein",1,"castello_6490","3",2019-03-17,364,695,52.4,"antibiotico",9341,6.54391184556479
"castello","1","holstein",2,"castello_6490","3",2019-03-17,364,1394,54.3,"antibiotico",9341,7.23993259132047
"castello","1","holstein",3,"castello_6490","3",2019-03-17,364,232,54.9,"antibiotico",9341,5.44673737166631
"castello","1","holstein",4,"castello_6490","3",2019-03-17,364,326,68.5,"antibiotico",9341,5.78689738136671
"castello","1","holstein",1,"castello_6651","3",2019-08-31,364,3022,56.2,"antibiotico",7346,8.01367414283268
"castello","1","holstein",2,"castello_6651","3",2019-08-31,364,90,56.7,"antibiotico",7346,4.49980967033027
"castello","1","holstein",3,"castello_6651","3",2019-08-31,364,159,51.9,"antibiotico",7346,5.06890420222023
"castello","1","holstein",4,"castello_6651","3",2019-08-31,364,23,57.8,"antibiotico",7346,3.13549421592915
"castello","1","holstein",1,"castello_6369","4",2019-08-17,365,17,25.3,"sigillante",8099,2.83321334405622
"castello","1","holstein",2,"castello_6369","4",2019-08-17,365,34,54.9,"sigillante",8099,3.52636052461616
"castello","1","holstein",4,"castello_6369","4",2019-08-17,365,17,58.6,"sigillante",8099,2.83321334405622
"castello","1","holstein",1,"castello_6784","2",2019-03-26,365,94,54.9,"sigillante",9895,4.54329478227
"castello","1","holstein",2,"castello_6784","2",2019-03-26,365,29,70.1,"antibiotico",9895,3.36729582998647
"castello","1","holstein",3,"castello_6784","2",2019-03-26,365,95,59.7,"sigillante",9895,4.55387689160054
"castello","1","holstein",4,"castello_6784","2",2019-03-26,365,162,47.3,"sigillante",9895,5.08759633523238
"castello","1","holstein",1,"castello_9783","4",2019-12-16,365,99,67.2,"antibiotico",NA,4.59511985013459
"castello","1","holstein",2,"castello_9783","4",2019-12-16,365,333,48.1,"antibiotico",NA,5.80814248998044
"castello","1","holstein",3,"castello_9783","4",2019-12-16,365,87,36,"antibiotico",NA,4.46590811865458
"castello","1","holstein",4,"castello_9783","4",2019-12-16,365,100,49.6,"antibiotico",NA,4.60517018598809
"castello","1","holstein",1,"castello_1535","2",2020-03-09,366,300,58.1,"antibiotico",8948,5.7037824746562
"castello","1","holstein",2,"castello_1535","2",2020-03-09,366,2238,57.3,"antibiotico",8948,7.71333788887187
"castello","1","holstein",3,"castello_1535","2",2020-03-09,366,41,55.6,"antibiotico",8948,3.71357206670431
"castello","1","holstein",4,"castello_1535","2",2020-03-09,366,111,50.6,"antibiotico",8948,4.70953020131233
"castello","1","holstein",1,"castello_6731","2",2019-01-29,366,3026,63.6,"antibiotico",5316,8.0149968943483
"castello","1","holstein",2,"castello_6731","2",2019-01-29,366,513,57.6,"antibiotico",5316,6.24027584517077
"castello","1","holstein",3,"castello_6731","2",2019-01-29,366,201,47.6,"antibiotico",5316,5.30330490805908
"castello","1","holstein",4,"castello_6731","2",2019-01-29,366,231,55.5,"antibiotico",5316,5.44241771052179
"castello","1","holstein",1,"castello_1267","2",2019-07-04,367,182,75.7,"antibiotico",8318,5.2040066870768
"castello","1","holstein",2,"castello_1267","2",2019-07-04,367,28,46.8,"antibiotico",8318,3.3322045101752
"castello","1","holstein",3,"castello_1267","2",2019-07-04,367,17,38.3,"antibiotico",8318,2.83321334405622
"castello","1","holstein",4,"castello_1267","2",2019-07-04,367,29,54.2,"antibiotico",8318,3.36729582998647
"castello","1","holstein",1,"castello_1374","2",2019-07-29,367,143,40.3,"sigillante",10239,4.96284463025991
"castello","1","holstein",2,"castello_1374","2",2019-07-29,367,58,40.9,"sigillante",10239,4.06044301054642
"castello","1","holstein",3,"castello_1374","2",2019-07-29,367,25,38,"sigillante",10239,3.2188758248682
"castello","1","holstein",4,"castello_1374","2",2019-07-29,367,120,60.3,"sigillante",10239,4.78749174278205
"castello","1","holstein",1,"castello_1418","2",2019-10-14,367,21,56.4,"sigillante",8711,3.04452243772342
"castello","1","holstein",2,"castello_1418","2",2019-10-14,367,18,64.6,"sigillante",8711,2.89037175789616
"castello","1","holstein",3,"castello_1418","2",2019-10-14,367,25,36.3,"sigillante",8711,3.2188758248682
"castello","1","holstein",4,"castello_1418","2",2019-10-14,367,18,32.5,"sigillante",8711,2.89037175789616
"castello","1","holstein",1,"castello_1455","2",2019-11-26,367,39,61.7,"antibiotico",NA,3.66356164612965
"castello","1","holstein",2,"castello_1455","2",2019-11-26,367,36,64.6,"antibiotico",NA,3.58351893845611
"castello","1","holstein",3,"castello_1455","2",2019-11-26,367,130,82.7,"antibiotico",NA,4.86753445045558
"castello","1","holstein",4,"castello_1455","2",2019-11-26,367,17,43.1,"antibiotico",NA,2.83321334405622
"castello","1","holstein",1,"castello_9649","4",2019-02-06,367,9590,71.3,"antibiotico",7776,9.16847616787748
"castello","1","holstein",2,"castello_9649","4",2019-02-06,367,2648,53.5,"antibiotico",7776,7.8815599170569
"castello","1","holstein",3,"castello_9649","4",2019-02-06,367,194,56.6,"antibiotico",7776,5.26785815906333
"castello","1","holstein",4,"castello_9649","4",2019-02-06,367,236,54.2,"antibiotico",7776,5.46383180502561
"castello","1","holstein",1,"castello_1094","3",2019-07-05,369,20,68.4,"sigillante",NA,2.99573227355399
"castello","1","holstein",2,"castello_1094","3",2019-07-05,369,139,82.1,"antibiotico",NA,4.93447393313069
"castello","1","holstein",1,"castello_1122","3",2019-07-06,369,103,64.2,"antibiotico",NA,4.63472898822964
"castello","1","holstein",2,"castello_1122","3",2019-07-06,369,777,77.3,"antibiotico",NA,6.65544035036765
"castello","1","holstein",3,"castello_1122","3",2019-07-06,369,39,64.5,"antibiotico",NA,3.66356164612965
"castello","1","holstein",4,"castello_1122","3",2019-07-06,369,26,59.3,"antibiotico",NA,3.25809653802148
"castello","1","holstein",1,"castello_1208","3",2019-12-11,369,884,61.2,"antibiotico",NA,6.78445706263764
"castello","1","holstein",2,"castello_1208","3",2019-12-11,369,463,56.1,"antibiotico",NA,6.13772705408623
"castello","1","holstein",3,"castello_1208","3",2019-12-11,369,885,54.3,"antibiotico",NA,6.78558764500793
"castello","1","holstein",4,"castello_1208","3",2019-12-11,369,2012,64.5,"antibiotico",NA,7.60688453121963
"castello","1","holstein",2,"castello_1444","2",2019-11-17,369,27,51.4,"sigillante",NA,3.29583686600433
"castello","1","holstein",3,"castello_1444","2",2019-11-17,369,34,50.2,"sigillante",NA,3.52636052461616
"castello","1","holstein",4,"castello_1444","2",2019-11-17,369,25,72,"sigillante",NA,3.2188758248682
"castello","1","holstein",1,"castello_6620","3",2019-09-10,369,86,51.6,"sigillante",6080,4.45434729625351
"castello","1","holstein",2,"castello_6620","3",2019-09-10,369,1024,72.3,"antibiotico",6080,6.93147180559945
"castello","1","holstein",3,"castello_6620","3",2019-09-10,369,83,61.8,"sigillante",6080,4.4188406077966
"castello","1","holstein",4,"castello_6620","3",2019-09-10,369,489,73.4,"antibiotico",6080,6.19236248947487
"castello","1","holstein",1,"castello_1164","3",2019-09-26,370,699,72.1,"antibiotico",1467,6.54965074223381
"castello","1","holstein",2,"castello_1164","3",2019-09-26,370,828,65.5,"antibiotico",1467,6.71901315438526
"castello","1","holstein",3,"castello_1164","3",2019-09-26,370,680,68.2,"antibiotico",1467,6.52209279817015
"castello","1","holstein",4,"castello_1164","3",2019-09-26,370,772,67.4,"antibiotico",1467,6.64898455002478
"castello","1","holstein",1,"castello_1189","3",2019-12-09,371,68,55.9,"antibiotico",NA,4.21950770517611
"castello","1","holstein",2,"castello_1189","3",2019-12-09,371,457,69.4,"antibiotico",NA,6.12468339089421
"castello","1","holstein",3,"castello_1189","3",2019-12-09,371,351,70.6,"antibiotico",NA,5.86078622346587
"castello","1","holstein",4,"castello_1189","3",2019-12-09,371,284,70,"antibiotico",NA,5.64897423816121
"castello","1","holstein",1,"castello_1260","2",2019-02-06,371,466,67.8,"antibiotico",7037,6.14418563412565
"castello","1","holstein",2,"castello_1260","2",2019-02-06,371,3033,44.3,"antibiotico",7037,8.01730750768858
"castello","1","holstein",4,"castello_1260","2",2019-02-06,371,384,75.8,"antibiotico",7037,5.95064255258773
"castello","1","holstein",1,"castello_1534","2",2020-01-06,372,135,73.9,"antibiotico",NA,4.90527477843843
"castello","1","holstein",2,"castello_1534","2",2020-01-06,372,23,30.7,"sigillante",NA,3.13549421592915
"castello","1","holstein",3,"castello_1534","2",2020-01-06,372,35,39.1,"sigillante",NA,3.55534806148941
"castello","1","holstein",4,"castello_1534","2",2020-01-06,372,117,66.8,"sigillante",NA,4.76217393479776
"castello","1","holstein",1,"castello_6618","3",2019-08-24,372,114,59.2,"sigillante",9373,4.7361984483945
"castello","1","holstein",2,"castello_6618","3",2019-08-24,372,1161,56.6,"antibiotico",9373,7.05703698169789
"castello","1","holstein",3,"castello_6618","3",2019-08-24,372,71,40.6,"sigillante",9373,4.26267987704132
"castello","1","holstein",4,"castello_6618","3",2019-08-24,372,105,34.4,"sigillante",9373,4.65396035015752
"castello","1","holstein",1,"castello_6359","4",2019-08-03,373,1900,63.6,"antibiotico",NA,7.54960916515453
"castello","1","holstein",2,"castello_6359","4",2019-08-03,373,2177,54.9,"antibiotico",NA,7.68570306123455
"castello","1","holstein",3,"castello_6359","4",2019-08-03,373,5692,55.4,"antibiotico",NA,8.64681695920974
"castello","1","holstein",4,"castello_6359","4",2019-08-03,373,5336,60.6,"antibiotico",NA,8.58223158759546
"castello","1","holstein",1,"castello_6532","3",2019-07-08,373,2053,65.8,"antibiotico",8073,7.62705741701893
"castello","1","holstein",3,"castello_6532","3",2019-07-08,373,355,45.5,"antibiotico",8073,5.87211778947542
"castello","1","holstein",4,"castello_6532","3",2019-07-08,373,6361,72.6,"antibiotico",8073,8.7579408766788
"castello","1","holstein",1,"castello_1470","2",2019-12-26,374,39,44.4,"sigillante",NA,3.66356164612965
"castello","1","holstein",2,"castello_1470","2",2019-12-26,374,171,55.4,"sigillante",NA,5.14166355650266
"castello","1","holstein",3,"castello_1470","2",2019-12-26,374,23,49.4,"sigillante",NA,3.13549421592915
"castello","1","holstein",4,"castello_1470","2",2019-12-26,374,57,52.1,"sigillante",NA,4.04305126783455
"castello","1","holstein",1,"castello_6683","3",2019-12-19,376,744,60.4,"antibiotico",NA,6.61204103483309
"castello","1","holstein",2,"castello_6683","3",2019-12-19,376,459,51,"antibiotico",NA,6.12905021006055
"castello","1","holstein",3,"castello_6683","3",2019-12-19,376,75,44.2,"antibiotico",NA,4.31748811353631
"castello","1","holstein",1,"castello_1013","3",2019-01-19,378,4070,62.4,"antibiotico",7763,8.31139827843664
"castello","1","holstein",2,"castello_1013","3",2019-01-19,378,4129,62.4,"antibiotico",7763,8.32579052588609
"castello","1","holstein",1,"castello_1384","2",2019-07-04,379,8,28.6,"sigillante",NA,2.07944154167984
"castello","1","holstein",2,"castello_1384","2",2019-07-04,379,11,12.3,"sigillante",NA,2.39789527279837
"castello","1","holstein",3,"castello_1384","2",2019-07-04,379,7,40.8,"sigillante",NA,1.94591014905531
"castello","1","holstein",4,"castello_1384","2",2019-07-04,379,79,74.2,"sigillante",NA,4.36944785246702
"castello","1","holstein",3,"castello_6343","4",2019-07-07,379,67,53.3,"antibiotico",10494,4.20469261939097
"castello","1","holstein",4,"castello_6343","4",2019-07-07,379,601,37.5,"antibiotico",10494,6.39859493453521
"castello","1","holstein",1,"castello_6827","2",2019-06-04,379,26,15.2,"antibiotico",8417,3.25809653802148
"castello","1","holstein",2,"castello_6827","2",2019-06-04,379,45,52.8,"antibiotico",8417,3.80666248977032
"castello","1","holstein",3,"castello_6827","2",2019-06-04,379,124,75.7,"antibiotico",8417,4.82028156560504
"castello","1","holstein",4,"castello_6827","2",2019-06-04,379,31,40,"antibiotico",8417,3.43398720448515
"castello","1","holstein",1,"castello_6359","4",2019-08-03,380,4089,69.3,"antibiotico",NA,8.31605572036464
"castello","1","holstein",2,"castello_6359","4",2019-08-03,380,5280,70,"antibiotico",NA,8.57168137670031
